#gene_name	#distance_next_to_gene_after_end	#distance_before_to_gene
PKA1H1_STAND_080006100	3495	4582
PKA1H1_STAND_080006200	486	3495
PKA1H1_STAND_080006300	1326	486
PKA1H1_STAND_080006400	1681	1326
PKA1H1_STAND_080006500	8054	1681
PKA1H1_STAND_080006700	7213	8054
PKA1H1_STAND_080006900	1738	7213
PKA1H1_STAND_080007000	884	1738
PKA1H1_STAND_080007100	9163	884
PKA1H1_STAND_080007300	3709	9163
PKA1H1_STAND_080007400	1261	3709
PKA1H1_STAND_080007500	3372	1261
PKA1H1_STAND_080007600	2215	3372
PKA1H1_STAND_080007700	539	2215
PKA1H1_STAND_080007800	3306	539
PKA1H1_STAND_080007900	2839	3306
PKA1H1_STAND_080008000	3191	2839
PKA1H1_STAND_080008100	7003	3191
PKA1H1_STAND_080008200	7049	7003
PKA1H1_STAND_080008400	905	7049
PKA1H1_STAND_080008500	844	905
PKA1H1_STAND_080008600	111	844
PKA1H1_STAND_080008700	915	111
PKA1H1_STAND_080008800	538	915
PKA1H1_STAND_080008900	442	538
PKA1H1_STAND_080009000	411	442
PKA1H1_STAND_080009100	9549	411
PKA1H1_STAND_080009300	3828	9549
PKA1H1_STAND_080009400	1713	3828
PKA1H1_STAND_080009500	3245	1713
PKA1H1_STAND_080009600	1151	3245
PKA1H1_STAND_080009700	4171	1151
PKA1H1_STAND_080009900	2904	4171
PKA1H1_STAND_080010000	2064	2904
PKA1H1_STAND_080010100	643	2064
PKA1H1_STAND_080010200	746	643
PKA1H1_STAND_080010300	533	746
PKA1H1_STAND_080010400	1505	533
PKA1H1_STAND_080010500	3525	1505
PKA1H1_STAND_080010600	3262	3525
PKA1H1_STAND_080010700	1498	3262
PKA1H1_STAND_080010800	2382	1498
PKA1H1_STAND_080010900	3920	2382
PKA1H1_STAND_080011000	1156	3920
PKA1H1_STAND_080011100	2085	1156
PKA1H1_STAND_080011300	1569	2085
PKA1H1_STAND_080011400	7399	1569
PKA1H1_STAND_080011500	1706	7399
PKA1H1_STAND_080011600	1204	1706
PKA1H1_STAND_080011700	2467	1204
PKA1H1_STAND_080011800	3982	2467
PKA1H1_STAND_080011900	15384	3982
PKA1H1_STAND_080012100	3331	15384
PKA1H1_STAND_080012200	9078	3331
PKA1H1_STAND_080012400	1830	9078
PKA1H1_STAND_080012500	5752	1830
PKA1H1_STAND_080012600	2406	5752
PKA1H1_STAND_080012700	5662	2406
PKA1H1_STAND_080012800	8399	5662
PKA1H1_STAND_080012900	1212	8399
PKA1H1_STAND_080013000	2799	1212
PKA1H1_STAND_080013100	1917	2799
PKA1H1_STAND_080013200	3234	1917
PKA1H1_STAND_080013300	3748	3234
PKA1H1_STAND_080013400	1174	3748
PKA1H1_STAND_080013500	1122	1174
PKA1H1_STAND_080013600	1740	1122
PKA1H1_STAND_080013700	389	1740
PKA1H1_STAND_080013800	1725	389
PKA1H1_STAND_080013900	659	1725
PKA1H1_STAND_080014000	2361	659
PKA1H1_STAND_080014100	988	2361
PKA1H1_STAND_080014200	2555	988
PKA1H1_STAND_080014300	13264	2555
PKA1H1_STAND_080014500	2090	13264
PKA1H1_STAND_080014700	842	2090
PKA1H1_STAND_080014800	4560	842
PKA1H1_STAND_080014900	40	4560
PKA1H1_STAND_080015000	421	40
PKA1H1_STAND_080015100	4545	421
PKA1H1_STAND_080015300	385	4545
PKA1H1_STAND_080015400	1179	385
PKA1H1_STAND_080015500	947	1179
PKA1H1_STAND_080015600	2460	947
PKA1H1_STAND_080015700	3383	2460
PKA1H1_STAND_080015800	622	3383
PKA1H1_STAND_080015900	2409	622
PKA1H1_STAND_080016000	772	2409
PKA1H1_STAND_080016100	2189	772
PKA1H1_STAND_080016200	4718	2189
PKA1H1_STAND_080016300	1757	4718
PKA1H1_STAND_080016400	1544	1757
PKA1H1_STAND_080016500	1472	1544
PKA1H1_STAND_080016600	1581	1472
PKA1H1_STAND_080016700	845	1581
PKA1H1_STAND_080016800	2616	845
PKA1H1_STAND_080016900	2092	2616
PKA1H1_STAND_080017000	2386	2092
PKA1H1_STAND_080017100	3106	2386
PKA1H1_STAND_080017200	930	3106
PKA1H1_STAND_080017300	1154	930
PKA1H1_STAND_080017400	2554	1154
PKA1H1_STAND_080017500	8272	2554
PKA1H1_STAND_080017700	1248	8272
PKA1H1_STAND_080017800	1276	1248
PKA1H1_STAND_080017900	4873	1276
PKA1H1_STAND_080018000	2109	4873
PKA1H1_STAND_080018100	797	2109
PKA1H1_STAND_080018200	926	797
PKA1H1_STAND_080018300	1222	926
PKA1H1_STAND_080018400	1484	1222
PKA1H1_STAND_080018500	651	1484
PKA1H1_STAND_080018600	2437	651
PKA1H1_STAND_080018700	5430	2437
PKA1H1_STAND_080018900	9836	5430
PKA1H1_STAND_080019000	13796	9836
PKA1H1_STAND_080019200	6455	13796
PKA1H1_STAND_080019400	5362	6455
PKA1H1_STAND_080019500	410	5362
PKA1H1_STAND_080019600	11293	410
PKA1H1_STAND_080019800	1083	11293
PKA1H1_STAND_080019900	1044	1083
PKA1H1_STAND_080020000	964	1044
PKA1H1_STAND_080020100	1099	964
PKA1H1_STAND_080020200	3548	1099
PKA1H1_STAND_080020400	1150	3548
PKA1H1_STAND_080020500	1438	1150
PKA1H1_STAND_080020600	1167	1438
PKA1H1_STAND_080020700	4016	1167
PKA1H1_STAND_080020800	3725	4016
PKA1H1_STAND_080020900	4869	3725
PKA1H1_STAND_080021100	2025	4869
PKA1H1_STAND_080021200	859	2025
PKA1H1_STAND_080021300	5251	859
PKA1H1_STAND_080021400	3993	5251
PKA1H1_STAND_080021600	2059	3993
PKA1H1_STAND_080021700	298	2059
PKA1H1_STAND_080021800	1046	298
PKA1H1_STAND_080021900	7683	1046
PKA1H1_STAND_080022100	2016	7683
PKA1H1_STAND_080022200	709	2016
PKA1H1_STAND_080022300	14994	709
PKA1H1_STAND_080022600	14905	14994
PKA1H1_STAND_080023000	18365	14905
PKA1H1_STAND_080023300	868	18365
PKA1H1_STAND_080023400	5307	868
PKA1H1_STAND_080023600	6044	5307
PKA1H1_STAND_080023800	1573	6044
PKA1H1_STAND_080023900	19692	1573
PKA1H1_STAND_080024200	2767	19692
PKA1H1_STAND_080024300	526	2767
PKA1H1_STAND_080024400	4029	526
PKA1H1_STAND_080024600	6278	4029
PKA1H1_STAND_080024800	2807	6278
PKA1H1_STAND_080024900	2781	2807
PKA1H1_STAND_080025000	1805	2781
PKA1H1_STAND_080025100	3253	1805
PKA1H1_STAND_080025200	4555	3253
PKA1H1_STAND_080025300	1466	4555
PKA1H1_STAND_080025400	361	1466
PKA1H1_STAND_080025500	917	361
PKA1H1_STAND_080025600	3367	917
PKA1H1_STAND_080025800	6604	3367
PKA1H1_STAND_080026000	106	6604
PKA1H1_STAND_080026100	1729	106
PKA1H1_STAND_080026200	3836	1729
PKA1H1_STAND_080026400	3998	3836
PKA1H1_STAND_080026600	3285	3998
PKA1H1_STAND_080026700	1229	3285
PKA1H1_STAND_080026800	10213	1229
PKA1H1_STAND_080027000	1071	10213
PKA1H1_STAND_080027100	1534	1071
PKA1H1_STAND_080027200	2273	1534
PKA1H1_STAND_080027300	948	2273
PKA1H1_STAND_080027400	5078	948
PKA1H1_STAND_080027500	1866	5078
PKA1H1_STAND_080027600	1393	1866
PKA1H1_STAND_080027700	3065	1393
PKA1H1_STAND_080027800	355	3065
PKA1H1_STAND_080027900	4330	355
PKA1H1_STAND_080028000	675	4330
PKA1H1_STAND_080028100	1946	675
PKA1H1_STAND_080028200	556	1946
PKA1H1_STAND_080028300	1087	556
PKA1H1_STAND_080028400	16522	1087
PKA1H1_STAND_080028600	446	16522
PKA1H1_STAND_080028700	1791	446
PKA1H1_STAND_080028800	3898	1791
PKA1H1_STAND_080028900	2485	3898
PKA1H1_STAND_080029000	1414	2485
PKA1H1_STAND_080029100	2464	1414
PKA1H1_STAND_080029200	3042	2464
PKA1H1_STAND_080029300	1586	3042
PKA1H1_STAND_080029400	530	1586
PKA1H1_STAND_080029500	1757	530
PKA1H1_STAND_080029700	2351	1757
PKA1H1_STAND_080029800	3314	2351
PKA1H1_STAND_080029900	2747	3314
PKA1H1_STAND_080030000	2841	2747
PKA1H1_STAND_080030100	4065	2841
PKA1H1_STAND_080030200	741	4065
PKA1H1_STAND_080030300	2150	741
PKA1H1_STAND_080030400	1863	2150
PKA1H1_STAND_080030500	743	1863
PKA1H1_STAND_080030600	2177	743
PKA1H1_STAND_080030700	3104	2177
PKA1H1_STAND_080030800	968	3104
PKA1H1_STAND_080030900	1591	968
PKA1H1_STAND_080031000	2812	1591
PKA1H1_STAND_080031100	14869	2812
PKA1H1_STAND_080031400	8004	14869
PKA1H1_STAND_080031500	1257	8004
PKA1H1_STAND_080031600	3755	1257
PKA1H1_STAND_080031700	155	3755
PKA1H1_STAND_080031800	1690	155
PKA1H1_STAND_080031900	303	1690
PKA1H1_STAND_080032000	2115	303
PKA1H1_STAND_080032100	42	2115
PKA1H1_STAND_080032200	1627	42
PKA1H1_STAND_080032300	4530	1627
PKA1H1_STAND_080032400	1374	4530
PKA1H1_STAND_080032500	338	1374
PKA1H1_STAND_080032600	1275	338
PKA1H1_STAND_080032700	3851	1275
PKA1H1_STAND_080032800	1098	3851
PKA1H1_STAND_080032900	802	1098
PKA1H1_STAND_080033000	1780	802
PKA1H1_STAND_080033100	12008	1780
PKA1H1_STAND_080033200	1127	12008
PKA1H1_STAND_080033300	1968	1127
PKA1H1_STAND_080033400	3889	1968
PKA1H1_STAND_080033500	6778	3889
PKA1H1_STAND_080033800	883	6778
PKA1H1_STAND_080033900	686	883
PKA1H1_STAND_080034000	2039	686
PKA1H1_STAND_080034100	29	2039
PKA1H1_STAND_080034200	802	29
PKA1H1_STAND_080034300	454	802
PKA1H1_STAND_080034400	5868	454
PKA1H1_STAND_080034700	1390	5868
PKA1H1_STAND_080034900	1108	1390
PKA1H1_STAND_080035000	2409	1108
PKA1H1_STAND_080035200	997	2409
PKA1H1_STAND_080035300	954	997
PKA1H1_STAND_080035400	713	954
PKA1H1_STAND_080035500	3040	713
PKA1H1_STAND_080035600	9943	3040
PKA1H1_STAND_080035800	92	9943
PKA1H1_STAND_080035900	1111	92
PKA1H1_STAND_080036000	8254	1111
PKA1H1_STAND_080036100	4459	8254
PKA1H1_STAND_080036300	1518	4459
PKA1H1_STAND_080036400	698	1518
PKA1H1_STAND_080036500	382	698
PKA1H1_STAND_080036600	960	382
PKA1H1_STAND_080036700	451	960
PKA1H1_STAND_080036800	2492	451
PKA1H1_STAND_080036900	1103	2492
PKA1H1_STAND_080037000	11360	1103
PKA1H1_STAND_080037200	842	11360
PKA1H1_STAND_080037300	10842	842
PKA1H1_STAND_080037400	10303	10842
PKA1H1_STAND_080037600	567	10303
PKA1H1_STAND_080037700	930	567
PKA1H1_STAND_080037800	1435	930
PKA1H1_STAND_080037900	342	1435
PKA1H1_STAND_080038000	1566	342
PKA1H1_STAND_080038100	1907	1566
PKA1H1_STAND_080038200	624	1907
PKA1H1_STAND_080038300	1241	624
PKA1H1_STAND_080038400	2725	1241
PKA1H1_STAND_080038500	11322	2725
PKA1H1_STAND_080038600	1740	11322
PKA1H1_STAND_080038700	1146	1740
PKA1H1_STAND_080038800	2427	1146
PKA1H1_STAND_080038900	2922	2427
PKA1H1_STAND_080039100	2335	2922
PKA1H1_STAND_080039200	1702	2335
PKA1H1_STAND_080039300	2745	1702
PKA1H1_STAND_080039400	646	2745
PKA1H1_STAND_080039500	397	646
PKA1H1_STAND_080039600	950	397
PKA1H1_STAND_080039700	569	950
PKA1H1_STAND_080039800	1223	569
PKA1H1_STAND_080039900	4065	1223
PKA1H1_STAND_080040100	1613	4065
PKA1H1_STAND_080040200	1552	1613
PKA1H1_STAND_080040300	1598	1552
PKA1H1_STAND_080040400	6590	1598
PKA1H1_STAND_080040600	1759	6590
PKA1H1_STAND_080040700	14516	1759
PKA1H1_STAND_080041100	590	14516
PKA1H1_STAND_080041200	600	590
PKA1H1_STAND_080041300	3101	600
PKA1H1_STAND_080041400	1747	3101
PKA1H1_STAND_080041500	1070	1747
PKA1H1_STAND_080041600	2665	1070
PKA1H1_STAND_080041700	300	2665
PKA1H1_STAND_080041800	1647	300
PKA1H1_STAND_080041900	872	1647
PKA1H1_STAND_080042000	514	872
PKA1H1_STAND_080042100	1850	514
PKA1H1_STAND_080042200	446	1850
PKA1H1_STAND_080042300	2836	446
PKA1H1_STAND_080042400	1517	2836
PKA1H1_STAND_080042500	1014	1517
PKA1H1_STAND_080042600	194	1014
PKA1H1_STAND_080042700	2403	194
PKA1H1_STAND_080042800	1617	2403
PKA1H1_STAND_080042900	12829	1617
PKA1H1_STAND_080043100	2229	12829
PKA1H1_STAND_080043200	1073	2229
PKA1H1_STAND_080043300	6141	1073
PKA1H1_STAND_080043400	66	6141
PKA1H1_STAND_080043500	31581	66
PKA1H1_STAND_080043800	5922	31581
PKA1H1_STAND_080043900	981	5922
PKA1H1_STAND_080044000	753	981
PKA1H1_STAND_080044100	5770	753
PKA1H1_STAND_080044300	2992	5770
PKA1H1_STAND_080044400	1458	2992
PKA1H1_STAND_080044500	570	1458
PKA1H1_STAND_080044600	1366	570
PKA1H1_STAND_080044700	3519	1366
PKA1H1_STAND_080044800	1196	3519
PKA1H1_STAND_080044900	3305	1196
PKA1H1_STAND_080045000	1401	3305
PKA1H1_STAND_080045100	455	1401
PKA1H1_STAND_080045200	1379	455
PKA1H1_STAND_080045300	470	1379
PKA1H1_STAND_080045400	8127	470
PKA1H1_STAND_080045600	2821	8127
PKA1H1_STAND_080045700	1077	2821
PKA1H1_STAND_080045800	2925	1077
PKA1H1_STAND_080045900	1539	2925
PKA1H1_STAND_080046000	3486	1539
PKA1H1_STAND_080046100	3378	3486
PKA1H1_STAND_080046200	1815	3378
PKA1H1_STAND_080046300	7575	1815
PKA1H1_STAND_080046500	4913	7575
PKA1H1_STAND_080046600	834	4913
PKA1H1_STAND_080046700	2326	834
PKA1H1_STAND_080046800	3922	2326
PKA1H1_STAND_080046900	3954	3922
PKA1H1_STAND_080047000	4227	3954
PKA1H1_STAND_080047100	7003	4227
PKA1H1_STAND_080047200	0	7003
PKA1H1_STAND_090005000	105	0
PKA1H1_STAND_090005100	15306	105
PKA1H1_STAND_090005300	22719	15306
PKA1H1_STAND_090005600	3831	22719
PKA1H1_STAND_090005700	2280	3831
PKA1H1_STAND_090005800	3224	2280
PKA1H1_STAND_090005900	1245	3224
PKA1H1_STAND_090006000	1874	1245
PKA1H1_STAND_090006100	6952	1874
PKA1H1_STAND_090006300	2583	6952
PKA1H1_STAND_090006400	3442	2583
PKA1H1_STAND_090006500	809	3442
PKA1H1_STAND_090006600	78	809
PKA1H1_STAND_090006700	2383	78
PKA1H1_STAND_090006800	1352	2383
PKA1H1_STAND_090006900	3513	1352
PKA1H1_STAND_090007000	2106	3513
PKA1H1_STAND_090007100	755	2106
PKA1H1_STAND_090007200	1428	755
PKA1H1_STAND_090007300	892	1428
PKA1H1_STAND_090007400	1550	892
PKA1H1_STAND_090007500	6497	1550
PKA1H1_STAND_090007600	3357	6497
PKA1H1_STAND_090007700	3967	3357
PKA1H1_STAND_090007800	5745	3967
PKA1H1_STAND_090008000	1594	5745
PKA1H1_STAND_090008100	2229	1594
PKA1H1_STAND_090008200	834	2229
PKA1H1_STAND_090008300	4093	834
PKA1H1_STAND_090008400	2459	4093
PKA1H1_STAND_090008500	2089	2459
PKA1H1_STAND_090008600	645	2089
PKA1H1_STAND_090008700	1403	645
PKA1H1_STAND_090008800	802	1403
PKA1H1_STAND_090008900	4094	802
PKA1H1_STAND_090009100	11169	4094
PKA1H1_STAND_090009400	6889	11169
PKA1H1_STAND_090009600	1802	6889
PKA1H1_STAND_090009700	7911	1802
PKA1H1_STAND_090009900	17842	7911
PKA1H1_STAND_090010100	1415	17842
PKA1H1_STAND_090010200	6286	1415
PKA1H1_STAND_090010400	1771	6286
PKA1H1_STAND_090010500	10266	1771
PKA1H1_STAND_090010600	7983	10266
PKA1H1_STAND_090010800	1008	7983
PKA1H1_STAND_090010900	408	1008
PKA1H1_STAND_090011000	1659	408
PKA1H1_STAND_090011100	1632	1659
PKA1H1_STAND_090011200	1028	1632
PKA1H1_STAND_090011300	1946	1028
PKA1H1_STAND_090011400	2426	1946
PKA1H1_STAND_090011500	791	2426
PKA1H1_STAND_090011600	6466	791
PKA1H1_STAND_090011800	8597	6466
PKA1H1_STAND_090012000	800	8597
PKA1H1_STAND_090012100	4316	800
PKA1H1_STAND_090012300	3298	4316
PKA1H1_STAND_090012400	40674	3298
PKA1H1_STAND_090013000	9709	40674
PKA1H1_STAND_090013100	534	9709
PKA1H1_STAND_090013200	5220	534
PKA1H1_STAND_090013300	2589	5220
PKA1H1_STAND_090013400	449	2589
PKA1H1_STAND_090013500	1274	449
PKA1H1_STAND_090013600	79	1274
PKA1H1_STAND_090013700	5994	79
PKA1H1_STAND_090014000	4533	5994
PKA1H1_STAND_090014200	1872	4533
PKA1H1_STAND_090014400	2801	1872
PKA1H1_STAND_090014500	679	2801
PKA1H1_STAND_090014600	3080	679
PKA1H1_STAND_090014800	375	3080
PKA1H1_STAND_090014900	10608	375
PKA1H1_STAND_090015100	326	10608
PKA1H1_STAND_090015200	1390	326
PKA1H1_STAND_090015300	1562	1390
PKA1H1_STAND_090015400	543	1562
PKA1H1_STAND_090015500	1203	543
PKA1H1_STAND_090015600	1163	1203
PKA1H1_STAND_090015700	20614	1163
PKA1H1_STAND_090015900	5347	20614
PKA1H1_STAND_090016000	1712	5347
PKA1H1_STAND_090016100	828	1712
PKA1H1_STAND_090016200	1791	828
PKA1H1_STAND_090016300	980	1791
PKA1H1_STAND_090016400	782	980
PKA1H1_STAND_090016500	956	782
PKA1H1_STAND_090016600	1662	956
PKA1H1_STAND_090016700	3159	1662
PKA1H1_STAND_090016800	1542	3159
PKA1H1_STAND_090016900	1099	1542
PKA1H1_STAND_090017000	2083	1099
PKA1H1_STAND_090017100	933	2083
PKA1H1_STAND_090017200	1097	933
PKA1H1_STAND_090017300	3474	1097
PKA1H1_STAND_090017400	161	3474
PKA1H1_STAND_090017500	9095	161
PKA1H1_STAND_090017700	364	9095
PKA1H1_STAND_090017800	3279	364
PKA1H1_STAND_090017900	1004	3279
PKA1H1_STAND_090018000	2825	1004
PKA1H1_STAND_090018100	2278	2825
PKA1H1_STAND_090018200	2319	2278
PKA1H1_STAND_090018300	565	2319
PKA1H1_STAND_090018400	1116	565
PKA1H1_STAND_090018500	25119	1116
PKA1H1_STAND_090018700	18307	25119
PKA1H1_STAND_090019000	1263	18307
PKA1H1_STAND_090019100	8381	1263
PKA1H1_STAND_090019300	1414	8381
PKA1H1_STAND_090019400	84	1414
PKA1H1_STAND_090019500	2713	84
PKA1H1_STAND_090019600	524	2713
PKA1H1_STAND_090019700	1211	524
PKA1H1_STAND_090019800	3629	1211
PKA1H1_STAND_090019900	4008	3629
PKA1H1_STAND_090020000	7055	4008
PKA1H1_STAND_090020200	7337	7055
PKA1H1_STAND_090020400	2339	7337
PKA1H1_STAND_090020500	306	2339
PKA1H1_STAND_090020600	665	306
PKA1H1_STAND_090020700	1160	665
PKA1H1_STAND_090020800	3523	1160
PKA1H1_STAND_090020900	990	3523
PKA1H1_STAND_090021000	1028	990
PKA1H1_STAND_090021100	2514	1028
PKA1H1_STAND_090021200	560	2514
PKA1H1_STAND_090021300	3002	560
PKA1H1_STAND_090021400	696	3002
PKA1H1_STAND_090021500	4865	696
PKA1H1_STAND_090021700	1217	4865
PKA1H1_STAND_090021800	1231	1217
PKA1H1_STAND_090021900	701	1231
PKA1H1_STAND_090022000	152	701
PKA1H1_STAND_090022100	3467	152
PKA1H1_STAND_090022300	1111	3467
PKA1H1_STAND_090022400	2203	1111
PKA1H1_STAND_090022500	1201	2203
PKA1H1_STAND_090022600	844	1201
PKA1H1_STAND_090022700	4263	844
PKA1H1_STAND_090022800	1385	4263
PKA1H1_STAND_090022900	1801	1385
PKA1H1_STAND_090023000	2269	1801
PKA1H1_STAND_090023100	1541	2269
PKA1H1_STAND_090023200	2112	1541
PKA1H1_STAND_090023300	1076	2112
PKA1H1_STAND_090023400	865	1076
PKA1H1_STAND_090023500	5053	865
PKA1H1_STAND_090023700	1334	5053
PKA1H1_STAND_090023800	2247	1334
PKA1H1_STAND_090023900	99	2247
PKA1H1_STAND_090024000	1651	99
PKA1H1_STAND_090024100	6156	1651
PKA1H1_STAND_090024300	8625	6156
PKA1H1_STAND_090024500	177	8625
PKA1H1_STAND_090024600	1626	177
PKA1H1_STAND_090024700	3872	1626
PKA1H1_STAND_090024800	797	3872
PKA1H1_STAND_090024900	7931	797
PKA1H1_STAND_090025000	846	7931
PKA1H1_STAND_090025100	612	846
PKA1H1_STAND_090025200	460	612
PKA1H1_STAND_090025300	1979	460
PKA1H1_STAND_090025400	1540	1979
PKA1H1_STAND_090025500	897	1540
PKA1H1_STAND_090025600	10606	897
PKA1H1_STAND_090025700	9450	10606
PKA1H1_STAND_090025900	91	9450
PKA1H1_STAND_090026000	46976	91
PKA1H1_STAND_090026500	1240	46976
PKA1H1_STAND_090026600	2052	1240
PKA1H1_STAND_090026700	1317	2052
PKA1H1_STAND_090026800	2821	1317
PKA1H1_STAND_090026900	847	2821
PKA1H1_STAND_090027000	1100	847
PKA1H1_STAND_090027100	1585	1100
PKA1H1_STAND_090027200	2332	1585
PKA1H1_STAND_090027300	1007	2332
PKA1H1_STAND_090027400	7673	1007
PKA1H1_STAND_090027600	1915	7673
PKA1H1_STAND_090027700	1447	1915
PKA1H1_STAND_090027800	1406	1447
PKA1H1_STAND_090027900	3874	1406
PKA1H1_STAND_090028000	1584	3874
PKA1H1_STAND_090028100	10325	1584
PKA1H1_STAND_090028300	453	10325
PKA1H1_STAND_090028400	906	453
PKA1H1_STAND_090028500	1032	906
PKA1H1_STAND_090028600	6694	1032
PKA1H1_STAND_090028800	1838	6694
PKA1H1_STAND_090028900	1935	1838
PKA1H1_STAND_090029000	1155	1935
PKA1H1_STAND_090029100	1225	1155
PKA1H1_STAND_090029200	2495	1225
PKA1H1_STAND_090029300	791	2495
PKA1H1_STAND_090029400	1266	791
PKA1H1_STAND_090029500	1427	1266
PKA1H1_STAND_090029600	2670	1427
PKA1H1_STAND_090029700	8482	2670
PKA1H1_STAND_090030000	2339	8482
PKA1H1_STAND_090030100	19105	2339
PKA1H1_STAND_090030300	660	19105
PKA1H1_STAND_090030400	1492	660
PKA1H1_STAND_090030500	2299	1492
PKA1H1_STAND_090030600	2488	2299
PKA1H1_STAND_090030700	791	2488
PKA1H1_STAND_090030800	1292	791
PKA1H1_STAND_090030900	5997	1292
PKA1H1_STAND_090031100	505	5997
PKA1H1_STAND_090031200	937	505
PKA1H1_STAND_090031300	2207	937
PKA1H1_STAND_090031400	2466	2207
PKA1H1_STAND_090031500	2158	2466
PKA1H1_STAND_090031600	432	2158
PKA1H1_STAND_090031700	1539	432
PKA1H1_STAND_090031800	767	1539
PKA1H1_STAND_090031900	1288	767
PKA1H1_STAND_090032000	2219	1288
PKA1H1_STAND_090032100	662	2219
PKA1H1_STAND_090032200	1544	662
PKA1H1_STAND_090032300	1836	1544
PKA1H1_STAND_090032400	1501	1836
PKA1H1_STAND_090032500	8858	1501
PKA1H1_STAND_090032800	1285	8858
PKA1H1_STAND_090032900	1730	1285
PKA1H1_STAND_090033000	997	1730
PKA1H1_STAND_090033100	1233	997
PKA1H1_STAND_090033200	3104	1233
PKA1H1_STAND_090033300	5046	3104
PKA1H1_STAND_090033500	2658	5046
PKA1H1_STAND_090033600	3313	2658
PKA1H1_STAND_090033700	6136	3313
PKA1H1_STAND_090033900	150	6136
PKA1H1_STAND_090034000	2122	150
PKA1H1_STAND_090034100	592	2122
PKA1H1_STAND_090034200	720	592
PKA1H1_STAND_090034300	1521	720
PKA1H1_STAND_090034400	11293	1521
PKA1H1_STAND_090034800	12192	11293
PKA1H1_STAND_090035000	2604	12192
PKA1H1_STAND_090035100	696	2604
PKA1H1_STAND_090035200	1535	696
PKA1H1_STAND_090035300	11834	1535
PKA1H1_STAND_090035600	3150	11834
PKA1H1_STAND_090035700	6320	3150
PKA1H1_STAND_090035900	249	6320
PKA1H1_STAND_090036000	856	249
PKA1H1_STAND_090036100	1904	856
PKA1H1_STAND_090036200	1565	1904
PKA1H1_STAND_090036300	15397	1565
PKA1H1_STAND_090036600	3359	15397
PKA1H1_STAND_090036700	3282	3359
PKA1H1_STAND_090036900	957	3282
PKA1H1_STAND_090037000	9932	957
PKA1H1_STAND_090037200	2220	9932
PKA1H1_STAND_090037300	3124	2220
PKA1H1_STAND_090037400	1919	3124
PKA1H1_STAND_090037500	10001	1919
PKA1H1_STAND_090037700	416	10001
PKA1H1_STAND_090037800	19630	416
PKA1H1_STAND_090038100	1862	19630
PKA1H1_STAND_090038200	1079	1862
PKA1H1_STAND_090038300	1006	1079
PKA1H1_STAND_090038400	2847	1006
PKA1H1_STAND_090038500	1040	2847
PKA1H1_STAND_090038600	2030	1040
PKA1H1_STAND_090038700	985	2030
PKA1H1_STAND_090038800	1309	985
PKA1H1_STAND_090038900	7181	1309
PKA1H1_STAND_090039100	709	7181
PKA1H1_STAND_090039200	1339	709
PKA1H1_STAND_090039300	16463	1339
PKA1H1_STAND_090039600	3056	16463
PKA1H1_STAND_090039700	417	3056
PKA1H1_STAND_090039800	3169	417
PKA1H1_STAND_090039900	15225	3169
PKA1H1_STAND_090040200	11337	15225
PKA1H1_STAND_090040400	2527	11337
PKA1H1_STAND_090040600	1678	2527
PKA1H1_STAND_090040700	1744	1678
PKA1H1_STAND_090040800	1715	1744
PKA1H1_STAND_090040900	1140	1715
PKA1H1_STAND_090041000	768	1140
PKA1H1_STAND_090041100	1198	768
PKA1H1_STAND_090041200	2125	1198
PKA1H1_STAND_090041300	11583	2125
PKA1H1_STAND_090041500	793	11583
PKA1H1_STAND_090041600	376	793
PKA1H1_STAND_090041700	18686	376
PKA1H1_STAND_090041900	1398	18686
PKA1H1_STAND_090042000	31854	1398
PKA1H1_STAND_090042400	1450	31854
PKA1H1_STAND_090042500	15896	1450
PKA1H1_STAND_090042700	536	15896
PKA1H1_STAND_090042800	9221	536
PKA1H1_STAND_090043000	1001	9221
PKA1H1_STAND_090043100	1764	1001
PKA1H1_STAND_090043200	3006	1764
PKA1H1_STAND_090043300	1833	3006
PKA1H1_STAND_090043400	1794	1833
PKA1H1_STAND_090043500	9132	1794
PKA1H1_STAND_090043700	8755	9132
PKA1H1_STAND_090043900	20724	8755
PKA1H1_STAND_090044200	5649	20724
PKA1H1_STAND_090044400	430	5649
PKA1H1_STAND_090044500	468	430
PKA1H1_STAND_090044600	997	468
PKA1H1_STAND_090044700	814	997
PKA1H1_STAND_090044800	3049	814
PKA1H1_STAND_090044900	1241	3049
PKA1H1_STAND_090045000	11368	1241
PKA1H1_STAND_090045200	1811	11368
PKA1H1_STAND_090045300	884	1811
PKA1H1_STAND_090045400	2017	884
PKA1H1_STAND_090045500	1310	2017
PKA1H1_STAND_090045600	10259	1310
PKA1H1_STAND_090045700	1594	10259
PKA1H1_STAND_090045800	1293	1594
PKA1H1_STAND_090045900	2444	1293
PKA1H1_STAND_090046000	1027	2444
PKA1H1_STAND_090046100	11745	1027
PKA1H1_STAND_090046300	880	11745
PKA1H1_STAND_090046400	2413	880
PKA1H1_STAND_090046500	4499	2413
PKA1H1_STAND_090046700	670	4499
PKA1H1_STAND_090046800	5145	670
PKA1H1_STAND_090047000	1288	5145
PKA1H1_STAND_090047100	623	1288
PKA1H1_STAND_090047200	545	623
PKA1H1_STAND_090047300	916	545
PKA1H1_STAND_090047400	8763	916
PKA1H1_STAND_090047600	1973	8763
PKA1H1_STAND_090047700	588	1973
