#gene_name	#distance_next_to_gene_after_end	#distance_before_to_gene
PKNH_0830900	1107	2494
PKNH_0831000	5884	1107
PKNH_0831100	2369	5884
PKNH_0831200	855	2369
PKNH_0831300	12752	855
PKNH_0831400	2944	12752
PKNH_0831500	1549	2944
PKNH_0831600	571	1549
PKNH_0831700	933	571
PKNH_0831800	1442	933
PKNH_0831900	342	1442
PKNH_0832000	1572	342
PKNH_0832100	1910	1572
PKNH_0832200	626	1910
PKNH_0832300	1261	626
PKNH_0832400	2737	1261
PKNH_0832500	2327	2737
PKNH_0832600	1745	2327
PKNH_0832700	1147	1745
PKNH_0832800	183	1147
PKNH_0832900	648	183
PKNH_0833000	842	648
PKNH_0833100	2344	842
PKNH_0833200	1142	2344
PKNH_0833300	470	1142
PKNH_0833400	2747	470
PKNH_0833500	649	2747
PKNH_0833600	397	649
PKNH_0833700	953	397
PKNH_0833800	571	953
PKNH_0833900	1227	571
PKNH_0834000	1166	1227
PKNH_0834100	1417	1166
PKNH_0834200	1641	1417
PKNH_0834300	1554	1641
PKNH_0834400	1608	1554
PKNH_0834500	541	1608
PKNH_0834600	1080	541
PKNH_0834700	1772	1080
PKNH_0834800	378	1772
PKNH_0834900	2557	378
PKNH_0835000	482	2557
PKNH_0835100	921	482
PKNH_0835200	591	921
PKNH_0835300	604	591
PKNH_0835400	3111	604
PKNH_0835500	1757	3111
PKNH_0835600	1083	1757
PKNH_0835700	-809	1083
PKNH_0835800	3429	-809
PKNH_0835900	319	3429
PKNH_0836000	1656	319
PKNH_0836100	884	1656
PKNH_0836200	524	884
PKNH_0836300	1857	524
PKNH_0836400	447	1857
PKNH_0836500	2856	447
PKNH_0836600	1518	2856
PKNH_0836700	1021	1518
PKNH_0836800	194	1021
PKNH_0836900	2417	194
PKNH_0837000	1625	2417
PKNH_0837100	1613	1625
PKNH_0837200	770	1613
PKNH_0837300	2232	770
PKNH_0837400	1077	2232
PKNH_0837500	2841	1077
PKNH_0837600	4239	2841
PKNH_0837700	4241	4239
PKNH_0837800	4099	4241
PKNH_0837900	5933	4099
PKNH_0838000	986	5933
PKNH_0838100	758	986
PKNH_0838200	527	758
PKNH_0838300	1786	527
PKNH_0838400	2995	1786
PKNH_0838500	1461	2995
PKNH_0838600	570	1461
PKNH_0838700	1373	570
PKNH_0838800	3533	1373
PKNH_0838900	1198	3533
PKNH_0839000	3319	1198
PKNH_0839100	1403	3319
PKNH_0839200	456	1403
PKNH_0839300	1385	456
PKNH_0839400	472	1385
PKNH_0839500	860	472
PKNH_0839600	1401	860
PKNH_0839700	2825	1401
PKNH_0839800	1079	2825
PKNH_0839900	2905	1079
PKNH_0840000	1539	2905
PKNH_0840100	3491	1539
PKNH_0840200	3384	3491
PKNH_0840300	1815	3384
PKNH_0840400	1159	1815
PKNH_0840500	2350	1159
PKNH_0840600	4911	2350
PKNH_0840700	1164	4911
PKNH_0840800	2326	1164
PKNH_0840900	3946	2326
PKNH_0841000	3963	3946
PKNH_0841100	4230	3963
PKNH_0841200	7965	4230
PKNH_0841300	1171	7965
PKNH_0841400	0	1171
PKNH_0900100	3257	0
PKNH_0900200	7624	3257
PKNH_0900300	7077	7624
PKNH_0900400	6005	7077
PKNH_0900500	3838	6005
PKNH_0900600	2282	3838
PKNH_0900700	3226	2282
PKNH_0900800	1247	3226
PKNH_0900900	1875	1247
PKNH_0901000	815	1875
PKNH_0901100	2146	815
PKNH_0901200	2589	2146
PKNH_0901300	3442	2589
PKNH_0901400	1159	3442
PKNH_0901500	78	1159
PKNH_0901600	2390	78
PKNH_0901700	1354	2390
PKNH_0901800	3517	1354
PKNH_0901900	2108	3517
PKNH_0902000	757	2108
PKNH_0902100	1438	757
PKNH_0902200	896	1438
PKNH_0902300	1551	896
PKNH_0902400	6502	1551
PKNH_0902500	3362	6502
PKNH_0902600	3978	3362
PKNH_0902700	1489	3978
PKNH_0902800	1073	1489
PKNH_0902900	1609	1073
PKNH_0903000	2237	1609
PKNH_0903100	838	2237
PKNH_0903200	4103	838
PKNH_0903300	2466	4103
PKNH_0903400	2085	2466
PKNH_0903500	646	2085
PKNH_0903600	1403	646
PKNH_0903700	800	1403
PKNH_0903800	152	800
PKNH_0903900	864	152
PKNH_0904000	435	864
PKNH_0904100	1025	435
PKNH_0904200	178	1025
PKNH_0904300	1453	178
PKNH_0904400	530	1453
PKNH_0904500	1802	530
PKNH_0904600	2863	1802
PKNH_0904700	1441	2863
PKNH_0904800	955	1441
PKNH_0904900	5531	955
PKNH_0905000	1416	5531
PKNH_0905100	923	1416
PKNH_0905200	2139	923
PKNH_0905300	1771	2139
PKNH_0905400	10301	1771
PKNH_0905500	3907	10301
PKNH_0905600	2321	3907
PKNH_0905700	1006	2321
PKNH_0905800	409	1006
PKNH_0905900	1663	409
PKNH_0906000	1637	1663
PKNH_0906100	1029	1637
PKNH_0906200	1947	1029
PKNH_0906300	2439	1947
PKNH_0906400	796	2439
PKNH_0906500	444	796
PKNH_0906600	1252	444
PKNH_0906700	624	1252
PKNH_0906800	808	624
PKNH_0906850	443	808
PKNH_0906900	-2628	443
PKNH_0907000	860	-2628
PKNH_0907100	3993	860
PKNH_0907150	1832	3993
PKNH_0907200	800	1832
PKNH_0907300	1348	800
PKNH_0907400	856	1348
PKNH_0907500	3299	856
PKNH_0907600	4012	3299
PKNH_0907700	1726	4012
PKNH_0907800	6223	1726
PKNH_0907900	537	6223
PKNH_0908000	5231	537
PKNH_0908100	2593	5231
PKNH_0908200	450	2593
PKNH_0908300	1276	450
PKNH_0908400	79	1276
PKNH_0908500	739	79
PKNH_0908600	1627	739
PKNH_0908700	289	1627
PKNH_0908800	1944	289
PKNH_0908900	798	1944
PKNH_0909000	1027	798
PKNH_0909100	280	1027
PKNH_0909200	2872	280
PKNH_0909300	682	2872
PKNH_0909400	945	682
PKNH_0909500	570	945
PKNH_0909600	379	570
PKNH_0909700	1808	379
PKNH_0909800	1385	1808
PKNH_0909900	328	1385
PKNH_0910000	1394	328
PKNH_0910100	1561	1394
PKNH_0910200	543	1561
PKNH_0910300	1207	543
PKNH_0910400	1165	1207
PKNH_0910500	2578	1165
PKNH_0910600	384	2578
PKNH_0910700	5348	384
PKNH_0910800	1715	5348
PKNH_0910900	828	1715
PKNH_0911000	1799	828
PKNH_0911100	984	1799
PKNH_0911200	798	984
PKNH_0911300	956	798
PKNH_0911400	1667	956
PKNH_0911500	3175	1667
PKNH_0911600	1548	3175
PKNH_0911700	1102	1548
PKNH_0911800	2091	1102
PKNH_0911900	936	2091
PKNH_0912000	1097	936
PKNH_0912100	3477	1097
PKNH_0912200	162	3477
PKNH_0912300	1358	162
PKNH_0912400	576	1358
PKNH_0912500	362	576
PKNH_0912600	3252	362
PKNH_0912700	1010	3252
PKNH_0912800	2834	1010
PKNH_0912900	2289	2834
PKNH_0913000	2323	2289
PKNH_0913100	566	2323
PKNH_0913200	1118	566
PKNH_0913300	9352	1118
PKNH_0913400	2727	9352
PKNH_0913500	713	2727
PKNH_0913600	1267	713
PKNH_0913700	1292	1267
PKNH_0913800	2550	1292
PKNH_0913900	1415	2550
PKNH_0914000	84	1415
PKNH_0914100	2753	84
PKNH_0914200	524	2753
PKNH_0914300	1219	524
PKNH_0914400	3653	1219
PKNH_0914500	4035	3653
PKNH_0914600	1624	4035
PKNH_0914700	1960	1624
PKNH_0914800	734	1960
PKNH_0914900	1868	734
PKNH_0915000	2342	1868
PKNH_0915100	315	2342
PKNH_0915200	661	315
PKNH_0915300	1165	661
PKNH_0915400	3529	1165
PKNH_0915500	994	3529
PKNH_0915600	1057	994
PKNH_0915700	2520	1057
PKNH_0915800	564	2520
PKNH_0915900	3001	564
PKNH_0916000	697	3001
PKNH_0916100	2623	697
PKNH_0916200	589	2623
PKNH_0916300	1218	589
PKNH_0916400	1244	1218
PKNH_0916500	703	1244
PKNH_0916600	152	703
PKNH_0916700	1416	152
PKNH_0916800	545	1416
PKNH_0916900	1119	545
PKNH_0917000	2209	1119
PKNH_0917100	1210	2209
PKNH_0917200	849	1210
PKNH_0917300	4284	849
PKNH_0917400	1386	4284
PKNH_0917500	1808	1386
PKNH_0917600	2277	1808
PKNH_0917700	1547	2277
PKNH_0917800	2116	1547
PKNH_0917900	1083	2116
PKNH_0918000	872	1083
PKNH_0918100	2289	872
PKNH_0918200	226	2289
PKNH_0918300	1339	226
PKNH_0918400	2254	1339
PKNH_0918500	99	2254
PKNH_0918600	1661	99
PKNH_0918700	340	1661
PKNH_0918800	1428	340
PKNH_0918900	615	1428
PKNH_0919000	3431	615
PKNH_0919100	176	3431
PKNH_0919200	1628	176
PKNH_0919300	3884	1628
PKNH_0919400	798	3884
PKNH_0919500	7854	798
PKNH_0919600	847	7854
PKNH_0919700	611	847
PKNH_0919800	460	611
PKNH_0919900	1982	460
PKNH_0920000	1541	1982
PKNH_0920100	21705	1541
PKNH_0920300	1067	21705
PKNH_0920400	91	1067
PKNH_0920500	3209	91
PKNH_0920600	1358	3209
PKNH_0920700	844	1358
PKNH_0920800	6441	844
PKNH_0920900	1895	6441
PKNH_0921000	1243	1895
PKNH_0921100	2064	1243
PKNH_0921200	1317	2064
PKNH_0921300	2426	1317
PKNH_0921400	857	2426
PKNH_0921500	1093	857
PKNH_0921600	1593	1093
PKNH_0921700	2340	1593
PKNH_0921800	1008	2340
PKNH_0921900	1146	1008
PKNH_0922000	4887	1146
PKNH_0922100	1922	4887
PKNH_0922200	1451	1922
PKNH_0922300	1409	1451
PKNH_0922400	3894	1409
PKNH_0922500	1587	3894
PKNH_0922600	3008	1587
PKNH_0922700	2555	3008
PKNH_0922800	454	2555
PKNH_0922900	908	454
PKNH_0923000	1034	908
PKNH_0923100	2256	1034
PKNH_0923200	418	2256
PKNH_0923300	1847	418
PKNH_0923400	1933	1847
PKNH_0923500	1161	1933
PKNH_0923600	1230	1161
PKNH_0923700	2503	1230
PKNH_0923800	794	2503
PKNH_0923900	1269	794
PKNH_0924000	1430	1269
PKNH_0924100	2676	1430
PKNH_0924200	983	2676
PKNH_0924300	1500	983
PKNH_0924400	846	1500
PKNH_0924500	2355	846
PKNH_0924600	2279	2355
PKNH_0924700	4813	2279
PKNH_0924800	662	4813
PKNH_0924900	1494	662
PKNH_0925000	2304	1494
PKNH_0925100	2498	2304
PKNH_0925200	792	2498
PKNH_0925300	1298	792
PKNH_0925400	708	1298
PKNH_0925500	1906	708
PKNH_0925600	505	1906
PKNH_0925700	943	505
PKNH_0925800	2216	943
PKNH_0925900	2499	2216
PKNH_0926000	1979	2499
PKNH_0926100	438	1979
PKNH_0926200	1549	438
PKNH_0926300	784	1549
PKNH_0926400	1296	784
PKNH_0926500	1883	1296
PKNH_0926600	497	1883
PKNH_0926700	1550	497
PKNH_0926800	1846	1550
PKNH_0926900	1506	1846
PKNH_0927000	2691	1506
PKNH_0927100	2457	2691
PKNH_0927200	651	2457
PKNH_0927300	1294	651
PKNH_0927400	1736	1294
PKNH_0927500	999	1736
PKNH_0927600	1235	999
PKNH_0927700	3147	1235
PKNH_0927800	798	3147
PKNH_0927900	1919	798
PKNH_0928000	2670	1919
PKNH_0928100	508	2670
PKNH_0928200	153	508
PKNH_0928300	204	153
PKNH_0928400	2159	204
PKNH_0928500	1430	2159
PKNH_0928600	654	1430
PKNH_0928700	153	654
PKNH_0928800	2130	153
PKNH_0928900	595	2130
PKNH_0929000	721	595
PKNH_0929100	1514	721
PKNH_0929200	1140	1514
PKNH_0929300	233	1140
PKNH_0929400	134	233
PKNH_0929500	1532	134
PKNH_0929600	4069	1532
PKNH_0929700	738	4069
PKNH_0929800	2610	738
PKNH_0929900	698	2610
PKNH_0930000	1543	698
PKNH_0930100	3444	1543
PKNH_0930200	562	3444
PKNH_0930300	2535	562
PKNH_0930400	3161	2535
PKNH_0930500	831	3161
PKNH_0930600	1906	831
PKNH_0930700	247	1906
PKNH_0930800	859	247
PKNH_0930900	1904	859
PKNH_0931000	1574	1904
PKNH_0931100	3645	1574
PKNH_0931200	657	3645
PKNH_0931300	3288	657
PKNH_0931400	3363	3288
PKNH_0931500	1627	3363
PKNH_0931600	239	1627
PKNH_0931700	959	239
PKNH_0931800	1957	959
PKNH_0931900	5366	1957
PKNH_0932000	2222	5366
PKNH_0932100	3122	2222
PKNH_0932200	1921	3122
PKNH_0932300	2956	1921
PKNH_0932400	1536	2956
PKNH_0932500	418	1536
PKNH_0932600	1718	418
PKNH_0932700	1708	1718
PKNH_0932800	5518	1708
PKNH_0932900	1862	5518
PKNH_0933000	1080	1862
PKNH_0933100	1007	1080
PKNH_0933200	2457	1007
PKNH_0933300	1044	2457
PKNH_0933400	2033	1044
PKNH_0933500	986	2033
PKNH_0933600	1309	986
PKNH_0933700	1086	1309
PKNH_0933800	123	1086
PKNH_0933900	713	123
PKNH_0934000	1335	713
PKNH_0934100	3936	1335
PKNH_0934200	999	3936
PKNH_0934300	316	999
PKNH_0934400	3087	316
PKNH_0934500	421	3087
PKNH_0934600	3186	421
PKNH_0934700	7456	3186
PKNH_0934800	1017	7456
PKNH_0934900	1612	1017
PKNH_0935000	5368	1612
PKNH_0935100	1731	5368
PKNH_0935200	979	1731
PKNH_0935300	641	979
PKNH_0935400	1684	641
PKNH_0935500	1745	1684
PKNH_0935600	1719	1745
PKNH_0935700	1141	1719
PKNH_0935800	772	1141
PKNH_0935900	1206	772
PKNH_0936000	2128	1206
PKNH_0936100	1633	2128
PKNH_0936200	1133	1633
PKNH_0936300	794	1133
PKNH_0936400	378	794
PKNH_0936500	6	378
PKNH_0936550	831	6
PKNH_0936600	5521	831
PKNH_0936700	1400	5521
PKNH_0936800	1859	1400
PKNH_0936900	1973	1859
PKNH_0937000	8632	1973
PKNH_0937100	2164	8632
PKNH_0937200	1455	2164
PKNH_0937300	11071	1455
PKNH_0937400	2081	11071
PKNH_0937500	536	2081
PKNH_0937600	1045	536
PKNH_0937700	1986	1045
PKNH_0937800	1123	1986
PKNH_0937900	1773	1123
PKNH_0938000	3013	1773
PKNH_0938100	1837	3013
PKNH_0938200	1800	1837
PKNH_0938300	268	1800
PKNH_0938400	2088	268
PKNH_0938500	5529	2088
PKNH_0938600	692	5529
PKNH_0938700	2116	692
PKNH_0938800	1405	2116
PKNH_0938900	731	1405
PKNH_0939000	1160	731
PKNH_0939100	1502	1160
PKNH_0939200	440	1502
PKNH_0939300	473	440
PKNH_0939400	1002	473
PKNH_0939500	816	1002
PKNH_0939600	3061	816
PKNH_0939700	1242	3061
PKNH_0939800	477	1242
PKNH_0939900	2848	477
PKNH_0940000	1821	2848
PKNH_0940100	882	1821
PKNH_0940200	2027	882
PKNH_0940300	1318	2027
PKNH_0940400	10117	1318
PKNH_0940500	1597	10117
PKNH_0940600	1293	1597
PKNH_0940700	2452	1293
PKNH_0940800	1033	2452
PKNH_0940900	1265	1033
PKNH_0941000	5173	1265
PKNH_0941100	883	5173
PKNH_0941200	2415	883
PKNH_0941300	666	2415
PKNH_0941400	862	666
PKNH_0941500	664	862
PKNH_0941600	1740	664
PKNH_0941700	940	1740
PKNH_0941800	1292	940
PKNH_0941900	630	1292
PKNH_0942000	552	630
PKNH_0942100	919	552
PKNH_0942200	2903	919
PKNH_0942300	1572	2903
PKNH_0942400	1974	1572
PKNH_0942500	593	1974
PKNH_0942600	1364	593
PKNH_0942700	4325	1364
PKNH_0942800	1844	4325
PKNH_0942900	1631	1844
PKNH_0943000	2348	1631
PKNH_0943100	4873	2348
PKNH_0943200	839	4873
PKNH_0943300	3608	839
PKNH_0943400	270	3608
PKNH_0943500	1784	270
PKNH_0943600	576	1784
PKNH_0943700	1326	576
PKNH_0943800	358	1326
PKNH_0943900	1281	358
PKNH_0944000	600	1281
PKNH_0944100	1991	600
PKNH_0944200	1685	1991
PKNH_0944300	2406	1685
PKNH_0944400	929	2406
PKNH_0944500	1212	929
PKNH_0944600	2694	1212
PKNH_0944700	1043	2694
PKNH_0944800	4125	1043
PKNH_0944900	3010	4125
PKNH_0945000	1989	3010
PKNH_0945100	5050	1989
PKNH_0945200	1265	5050
PKNH_0945300	943	1265
PKNH_0945400	870	943
PKNH_0945500	1559	870
PKNH_0945600	1476	1559
PKNH_0945700	1429	1476
PKNH_0945800	1875	1429
PKNH_0945900	1931	1875
PKNH_0946000	5303	1931
PKNH_0946100	11779	5303
PKNH_0946200	4065	11779
PKNH_0946250	4183	4065
PKNH_0946300	2938	4183
PKNH_0946400	5287	2938
PKNH_0946500	0	5287
PKNH_1000100	3726	0
PKNH_1000200	5783	3726
PKNH_1000300	2649	5783
PKNH_1000400	1702	2649
PKNH_1000500	957	1702
PKNH_1000600	4243	957
PKNH_1000700	11136	4243
PKNH_1000800	685	11136
PKNH_1000900	3298	685
PKNH_1001000	407	3298
PKNH_1001100	519	407
PKNH_1001200	4135	519
PKNH_1001300	492	4135
PKNH_1001400	801	492
PKNH_1001500	1447	801
PKNH_1001600	1300	1447
PKNH_1001700	1500	1300
PKNH_1001800	535	1500
PKNH_1001900	455	535
PKNH_1001950	181	455
PKNH_1002000	943	181
PKNH_1002100	81	943
PKNH_1002200	872	81
PKNH_1002300	246	872
PKNH_1002400	2760	246
PKNH_1002500	1431	2760
PKNH_1002600	6686	1431
PKNH_1002700	4107	6686
PKNH_1002800	3574	4107
PKNH_1002900	1680	3574
PKNH_1003000	2351	1680
PKNH_1003100	1612	2351
PKNH_1003200	899	1612
PKNH_1003300	1749	899
PKNH_1003400	2168	1749
PKNH_1003500	1204	2168
PKNH_1003600	1734	1204
PKNH_1003700	1106	1734
PKNH_1003800	2141	1106
PKNH_1003900	1374	2141
PKNH_1004000	1166	1374
PKNH_1004100	237	1166
PKNH_1004200	1349	237
PKNH_1004300	3506	1349
PKNH_1004400	1639	3506
PKNH_1004500	1665	1639
PKNH_1004600	1312	1665
PKNH_1004700	433	1312
PKNH_1004800	2804	433
PKNH_1004900	1391	2804
PKNH_1005000	1787	1391
PKNH_1005100	762	1787
PKNH_1005200	2348	762
PKNH_1005300	2980	2348
PKNH_1005400	1690	2980
PKNH_1005500	1822	1690
PKNH_1005600	1661	1822
PKNH_1005700	678	1661
PKNH_1005800	1947	678
PKNH_1005900	1410	1947
PKNH_1006000	5670	1410
PKNH_1006100	1140	5670
PKNH_1006200	3010	1140
PKNH_1006300	1751	3010
PKNH_1006400	1819	1751
PKNH_1006500	2327	1819
PKNH_1006600	1171	2327
PKNH_1006700	1311	1171
PKNH_1006800	130	1311
PKNH_1006900	1454	130
PKNH_1007000	1785	1454
PKNH_1007100	1053	1785
PKNH_1007200	1028	1053
PKNH_1007300	1266	1028
PKNH_1007400	4227	1266
PKNH_1007500	1398	4227
PKNH_1007600	2159	1398
PKNH_1007700	4398	2159
PKNH_1007800	8434	4398
PKNH_1007900	1241	8434
PKNH_1008000	2948	1241
PKNH_1008100	2158	2948
PKNH_1008200	1209	2158
PKNH_1008300	1397	1209
PKNH_1008400	2224	1397
PKNH_1008500	1390	2224
PKNH_1008600	1653	1390
PKNH_1008700	696	1653
PKNH_1008800	2586	696
PKNH_1008900	5474	2586
PKNH_1009000	1817	5474
PKNH_1009100	5061	1817
PKNH_1009200	1183	5061
PKNH_1009300	664	1183
PKNH_1009400	927	664
PKNH_1009500	2786	927
PKNH_1009600	486	2786
PKNH_1009700	1511	486
PKNH_1009800	1506	1511
PKNH_1009900	3524	1506
PKNH_1010000	4415	3524
PKNH_1010100	282	4415
PKNH_1010200	1261	282
PKNH_1010300	2118	1261
PKNH_1010400	1432	2118
PKNH_1010500	3209	1432
PKNH_1010600	473	3209
PKNH_1010700	1855	473
PKNH_1010800	481	1855
PKNH_1010900	998	481
PKNH_1011000	940	998
PKNH_1011100	1047	940
PKNH_1011200	2221	1047
PKNH_1011300	422	2221
PKNH_1011400	732	422
PKNH_1011500	1886	732
PKNH_1011600	341	1886
PKNH_1011700	1512	341
PKNH_1011800	1120	1512
PKNH_1011900	809	1120
PKNH_1012000	1483	809
PKNH_1012100	2054	1483
PKNH_1012200	1084	2054
PKNH_1012300	549	1084
PKNH_1012400	3171	549
PKNH_1012500	1031	3171
PKNH_1012600	1061	1031
PKNH_1012700	704	1061
PKNH_1012800	1494	704
PKNH_1012900	1394	1494
PKNH_1013000	2497	1394
PKNH_1013100	1620	2497
PKNH_1013200	4172	1620
PKNH_1013300	2507	4172
PKNH_1013400	2776	2507
PKNH_1013500	3813	2776
PKNH_1013600	2684	3813
PKNH_1013700	766	2684
PKNH_1013800	3608	766
PKNH_1013900	726	3608
PKNH_1014000	3935	726
PKNH_1014100	1334	3935
PKNH_1014200	4790	1334
PKNH_1014300	2158	4790
PKNH_1014400	1207	2158
PKNH_1014500	1311	1207
PKNH_1014600	3011	1311
PKNH_1014700	918	3011
PKNH_1014800	1132	918
PKNH_1014900	1072	1132
PKNH_1015000	897	1072
PKNH_1015100	945	897
PKNH_1015200	985	945
PKNH_1015300	1875	985
PKNH_1015400	1018	1875
PKNH_1015500	488	1018
PKNH_1015600	2572	488
PKNH_1015700	1514	2572
PKNH_1015800	1478	1514
PKNH_1015900	4900	1478
PKNH_1016000	1739	4900
PKNH_1016100	957	1739
PKNH_1016200	914	957
PKNH_1016300	2059	914
PKNH_1016400	6239	2059
PKNH_1016500	1307	6239
PKNH_1016600	2900	1307
PKNH_1016700	756	2900
PKNH_1016800	1567	756
PKNH_1016900	492	1567
PKNH_1017000	2678	492
PKNH_1017100	1062	2678
PKNH_1017200	2537	1062
PKNH_1017300	1365	2537
PKNH_1017400	3393	1365
PKNH_1017500	1336	3393
PKNH_1017600	2520	1336
PKNH_1017700	320	2520
PKNH_1017800	2488	320
PKNH_1017900	1683	2488
PKNH_1018000	4985	1683
PKNH_1018100	979	4985
PKNH_1018200	1952	979
PKNH_1018300	546	1952
PKNH_1018400	2009	546
PKNH_1018500	714	2009
PKNH_1018600	1094	714
PKNH_1018700	847	1094
PKNH_1018800	877	847
PKNH_1018900	3209	877
PKNH_1019000	442	3209
PKNH_1019100	129	442
PKNH_1019200	1373	129
PKNH_1019300	1016	1373
PKNH_1019400	2863	1016
PKNH_1019500	789	2863
PKNH_1019600	1260	789
PKNH_1019700	1134	1260
PKNH_1019800	939	1134
PKNH_1019900	1597	939
PKNH_1020000	594	1597
PKNH_1020100	822	594
PKNH_1020200	578	822
PKNH_1020300	1055	578
PKNH_1020400	1012	1055
PKNH_1020500	2681	1012
PKNH_1020600	31	2681
PKNH_1020700	994	31
PKNH_1020800	2067	994
PKNH_1020900	777	2067
PKNH_1020950	3170	777
PKNH_1021000	2097	3170
PKNH_1021100	2993	2097
PKNH_1021200	1501	2993
PKNH_1021300	3401	1501
PKNH_1021500	112	3401
PKNH_1021600	906	112
PKNH_1021700	2430	906
PKNH_1021800	596	2430
PKNH_1021900	1932	596
PKNH_1022000	452	1932
PKNH_1022100	4401	452
PKNH_1022200	2905	4401
PKNH_1022300	848	2905
PKNH_1022400	1730	848
PKNH_1022500	1340	1730
PKNH_1022600	1404	1340
PKNH_1022700	1384	1404
PKNH_1022800	684	1384
PKNH_1022900	7948	684
PKNH_1023000	3657	7948
PKNH_1023100	315	3657
PKNH_1023200	2165	315
PKNH_1023300	994	2165
PKNH_1023400	7282	994
PKNH_1023500	954	7282
PKNH_1023600	688	954
PKNH_1023700	810	688
PKNH_1023800	2173	810
PKNH_1023900	134	2173
PKNH_1024000	504	134
PKNH_1024100	2198	504
PKNH_1024200	1261	2198
PKNH_1024300	354	1261
PKNH_1024400	508	354
PKNH_1024500	3131	508
PKNH_1024600	681	3131
PKNH_1024700	2609	681
PKNH_1024800	1288	2609
PKNH_1024900	1911	1288
PKNH_1025000	813	1911
PKNH_1025100	219	813
PKNH_1025200	1485	219
PKNH_1025300	4405	1485
PKNH_1025400	529	4405
PKNH_1025500	2880	529
PKNH_1025600	112	2880
PKNH_1025700	930	112
PKNH_1025800	3816	930
PKNH_1025900	885	3816
PKNH_1026000	3645	885
PKNH_1026100	997	3645
PKNH_1026200	1207	997
PKNH_1026300	1713	1207
PKNH_1026400	2318	1713
PKNH_1026500	998	2318
PKNH_1026600	1548	998
PKNH_1026700	399	1548
PKNH_1026800	1162	399
PKNH_1026900	1159	1162
PKNH_1027000	334	1159
PKNH_1027100	1999	334
PKNH_1027200	285	1999
PKNH_1027300	114	285
PKNH_1027400	1227	114
PKNH_1027500	415	1227
PKNH_1027600	524	415
PKNH_1027700	1983	524
PKNH_1027800	1718	1983
PKNH_1027900	850	1718
PKNH_1028000	2273	850
PKNH_1028100	1473	2273
PKNH_1028200	428	1473
PKNH_1028300	2190	428
PKNH_1028400	1947	2190
PKNH_1028500	1757	1947
PKNH_1028600	746	1757
PKNH_1028700	1709	746
PKNH_1028800	987	1709
PKNH_1028900	2026	987
PKNH_1029000	1002	2026
PKNH_1029100	1083	1002
PKNH_1029200	1823	1083
PKNH_1029300	55	1823
PKNH_1029400	1902	55
PKNH_1029500	887	1902
PKNH_1029600	1789	887
PKNH_1029700	1635	1789
PKNH_1029800	1258	1635
PKNH_1029900	1186	1258
PKNH_1030000	6064	1186
PKNH_1030100	1426	6064
PKNH_1030200	5649	1426
PKNH_1030300	2117	5649
PKNH_1030400	1613	2117
PKNH_1030500	1874	1613
PKNH_1030600	1654	1874
PKNH_1030700	2242	1654
PKNH_1030800	657	2242
PKNH_1030900	1308	657
PKNH_1031000	631	1308
PKNH_1031100	1102	631
PKNH_1031200	829	1102
PKNH_1031300	210	829
PKNH_1031400	3191	210
PKNH_1031500	2598	3191
PKNH_1031600	1142	2598
PKNH_1031700	1685	1142
PKNH_1031800	879	1685
PKNH_1031900	867	879
PKNH_1032000	387	867
PKNH_1032100	3094	387
PKNH_1032200	2216	3094
PKNH_1032300	3162	2216
PKNH_1032400	3764	3162
PKNH_1032500	3654	3764
PKNH_1032600	3215	3654
PKNH_1032700	3824	3215
PKNH_1032800	2796	3824
PKNH_1032900	6134	2796
PKNH_1033000	0	6134
PKNH_1100100	6633	0
PKNH_1100200	5937	6633
PKNH_1100300	2226	5937
PKNH_1100400	2634	2226
PKNH_1100500	4384	2634
PKNH_1100600	3758	4384
PKNH_1100700	4478	3758
PKNH_1100800	2226	4478
PKNH_1100900	4412	2226
PKNH_1101000	479	4412
PKNH_1101100	1531	479
PKNH_1101200	843	1531
PKNH_1101300	995	843
PKNH_1101400	1877	995
PKNH_1101500	1218	1877
PKNH_1101600	1084	1218
PKNH_1101700	1970	1084
PKNH_1101800	1135	1970
PKNH_1101900	644	1135
PKNH_1102000	1641	644
PKNH_1102100	771	1641
PKNH_1102200	1894	771
PKNH_1102300	2777	1894
PKNH_1102400	1703	2777
PKNH_1102500	1645	1703
PKNH_1102600	630	1645
PKNH_1102700	1560	630
PKNH_1102800	80	1560
PKNH_1102900	2089	80
PKNH_1103000	1921	2089
PKNH_1103100	1034	1921
PKNH_1103200	228	1034
PKNH_1103300	1793	228
PKNH_1103400	1786	1793
PKNH_1103500	1401	1786
PKNH_1103600	584	1401
PKNH_1103700	1414	584
PKNH_1103800	1888	1414
PKNH_1103900	171	1888
PKNH_1104000	1439	171
PKNH_1104100	1642	1439
PKNH_1104200	2473	1642
PKNH_1104300	1281	2473
PKNH_1104400	4479	1281
PKNH_1104500	463	4479
PKNH_1104600	1808	463
PKNH_1104700	1239	1808
PKNH_1104800	1765	1239
PKNH_1104900	2981	1765
PKNH_1105000	561	2981
PKNH_1105100	1592	561
PKNH_1105200	1359	1592
PKNH_1105300	1903	1359
PKNH_1105400	1530	1903
PKNH_1105500	4286	1530
PKNH_1105600	436	4286
PKNH_1105700	902	436
PKNH_1105800	812	902
PKNH_1105900	1526	812
PKNH_1106000	1152	1526
PKNH_1106100	952	1152
PKNH_1106200	307	952
PKNH_1106300	503	307
PKNH_1106400	1412	503
PKNH_1106500	453	1412
PKNH_1106600	692	453
PKNH_1106700	1040	692
